transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation,hour,day_of_week_num,day,month,is_weekend,is_night,sender_avg_amount,sender_transaction_count,amount_vs_sender_avg,sender_unique_receivers,is_high_amount,iqr_outlier,isolation_forest_prediction,isolation_forest_anomaly,isolation_forest_score
TXN000655,2026-09-18 06:29:12,USER0482,MERCHANT0489,2376.44,Travel,Recharge,Delhi,ios,Paytm,20,Tuesday,0,2376.44,0.0,6,4,18,9,0,0,2376.44,1,1.0,1,0,1,-1,1,-0.03706124852088721
TXN000692,2026-09-18 06:29:12,USER0268,MERCHANT0151,577.86,Utilities,Bill Payment,Bangalore,Android,Paytm,12,Tuesday,0,359.58,218.28,6,4,18,9,0,0,359.58500000000004,2,1.607019202691992,2,0,0,1,0,0.11485215824852268
TXN000285,2026-09-18 06:29:12,USER0952,MERCHANT0038,1530.02,Healthcare,Bill Payment,Bangalore,Android,Paytm,4,Saturday,1,746.52,783.5,6,4,18,9,0,0,1530.02,1,1.0,1,0,1,1,0,0.0337306245066461
TXN000211,2026-09-18 06:29:12,USER0162,MERCHANT0360,320.82,Food,P2P,Mumbai,Android,Paytm,20,Saturday,0,170.91,149.91,6,4,18,9,0,0,170.91333333333333,3,1.8770917033974333,3,0,0,1,0,0.013831802092337697
TXN000396,2026-09-18 06:29:12,USER0243,MERCHANT0140,113.39,Utilities,P2M,Hyderanbad,Web,Paytm,4,Friday,1,651.89,-538.5,6,4,18,9,0,0,113.39,1,1.0,1,0,0,1,0,0.22317435779173267
TXN000988,2026-09-18 06:29:12,USER0659,MERCHANT0425,435.88,Entertainment,P2M,Chennai,Web,BHIM,20,Saturday,0,346.1,89.78,6,4,18,9,0,0,435.88,1,1.0,1,0,0,1,0,0.17542971086650866
TXN000100,2026-09-18 06:29:12,USER0380,MERCHANT0260,143.37,Travel,P2M,Mumbai,Android,Paytm,20,Sunday,0,143.37,0.0,6,4,18,9,0,0,143.37,1,1.0,1,0,0,1,0,0.21722507806091818
TXN000063,2026-09-18 06:29:12,USER0748,MERCHANT0014,59.96,Entertainment,Recharge,Mumbai,ios,PhonePe,4,Monday,1,193.21,-133.25,6,4,18,9,0,0,193.21,2,0.3103359039387195,2,0,0,1,0,0.15221238305565143
TXN000951,2026-09-18 06:29:12,USER0430,MERCHANT0121,142.42,Grocery,Bill Payment,Delhi,ios,BHIM,4,Sunday,1,468.18,-325.76,6,4,18,9,0,0,648.955,2,0.2194605172931867,2,0,0,1,0,0.09069979447151977
TXN000544,2026-09-18 06:29:12,USER0216,MERCHANT0197,766.3,Travel,P2M,Bangalore,Web,PhonePe,20,Wednesday,0,684.59,81.71,6,4,18,9,0,0,684.5866666666667,3,1.119361561234029,3,0,1,-1,1,-0.00464080676107026
TXN000137,2026-09-18 06:29:12,USER0275,MERCHANT0166,82.83,Entertainment,Bill Payment,Chennai,Android,PhonePe,12,Sunday,0,82.83,0.0,6,4,18,9,0,0,82.83,1,1.0,1,0,0,1,0,0.2167888745751505
TXN000470,2026-09-18 06:29:12,USER0674,MERCHANT0060,101.92,Travel,Recharge,Pune,Web,Google Pay,12,Thursday,0,101.92,0.0,6,4,18,9,0,0,101.92,1,1.0,1,0,0,1,0,0.22299885162880967
TXN000914,2026-09-18 06:29:12,USER0157,MERCHANT0050,877.83,Healthcare,Bill Payment,Hyderanbad,Web,Google Pay,12,Sunday,0,582.61,295.22,6,4,18,9,0,0,877.83,1,1.0,1,0,1,1,0,0.10081424206772716
TXN000174,2026-09-18 06:29:12,USER0774,MERCHANT0486,254.97,Utilities,Bill Payment,Pune,Android,Paytm,4,Sunday,1,177.91,77.06,6,4,18,9,0,0,254.97,1,1.0,1,0,0,1,0,0.20463322948059925
TXN000507,2026-09-18 06:29:12,USER0903,MERCHANT0323,100.24,Utilities,P2P,Chennai,Android,PhonePe,4,Thursday,1,320.83,-220.59,6,4,18,9,0,0,320.83,2,0.3124396097621793,2,0,0,1,0,0.1528978552486931
TXN000581,2026-09-18 06:29:12,USER0968,MERCHANT0283,254.3,Travel,Recharge,Chennai,ios,BHIM,12,Wednesday,0,254.3,0.0,6,4,18,9,0,0,254.3,1,1.0,1,0,0,1,0,0.20446982143261044
TXN000877,2026-09-18 06:29:12,USER0562,MERCHANT0300,108.03,Travel,P2M,Bangalore,Web,Paytm,20,Sunday,0,141.54,-33.51,6,4,18,9,0,0,108.03,1,1.0,1,0,0,1,0,0.22398800968369337
TXN000840,2026-09-18 06:29:12,USER0110,MERCHANT0413,146.35,Utilities,Recharge,Hyderanbad,ios,PhonePe,4,Monday,1,111.52,34.83,6,4,18,9,0,0,146.35,1,1.0,1,0,0,1,0,0.21517761088769838
TXN000433,2026-09-18 06:29:12,USER0556,MERCHANT0227,138.46,Grocery,P2M,Pune,ios,Google Pay,20,Thursday,0,334.43,-195.97,6,4,18,9,0,0,334.43,2,0.4140178811709476,2,0,0,1,0,0.1511194387102977
TXN000803,2026-09-18 06:29:12,USER0770,MERCHANT0322,199.56,Entertainment,P2P,Chennai,ios,Google Pay,12,Monday,0,509.49,-309.93,6,4,18,9,0,0,674.3149999999999,2,0.2959447735850456,2,0,0,1,0,0.09511736425837836
TXN000248,2026-09-18 06:29:12,USER0020,MERCHANT0363,94.32,Grocery,Recharge,Mumbai,Web,BHIM,12,Saturday,0,94.32,0.0,6,4,18,9,0,0,94.32,1,1.0,1,0,0,1,0,0.21944684400249842
TXN000618,2026-09-18 06:29:12,USER0636,MERCHANT0303,374.57,Healthcare,P2P,Mumbai,Android,BHIM,4,Wednesday,1,374.57,0.0,6,4,18,9,0,0,374.57,1,1.0,1,0,0,1,0,0.18714226114298738
TXN000766,2026-09-18 06:29:12,USER0416,MERCHANT0290,89.73,Food,Bill Payment,Hyderanbad,Web,Google Pay,20,Monday,0,89.73,0.0,6,4,18,9,0,0,89.73,1,1.0,1,0,0,1,0,0.21813517281995343
TXN000026,2026-09-18 06:29:12,USER0575,MERCHANT0021,202.54,Grocery,P2P,Chennai,ios,PhonePe,12,Monday,0,162.35,40.19,6,4,18,9,0,0,128.81,2,1.5723934477136867,2,0,0,1,0,0.13912815743468326
TXN000359,2026-09-18 06:29:12,USER0063,MERCHANT0404,250.31,Utilities,Bill Payment,Hyderanbad,Web,Paytm,12,Friday,0,310.9,-60.59,6,4,18,9,0,0,250.31,1,1.0,1,0,0,1,0,0.20446797863227884
TXN000652,2026-09-18 08:06:30,USER0894,MERCHANT0440,559.23,Food,P2M,Bangalore,Android,Paytm,7,Tuesday,0,341.27,217.96,8,4,18,9,0,0,559.23,1,1.0,1,0,0,1,0,0.17661671071478346
TXN000578,2026-09-18 08:06:30,USER0010,MERCHANT0248,391.84,Shopping,Bill Payment,Delhi,Android,Paytm,23,Tuesday,0,234.22,157.62,8,4,18,9,0,0,391.84,1,1.0,1,0,0,1,0,0.20964216078161246
TXN000467,2026-09-18 08:06:30,USER0635,MERCHANT0162,335.01,Grocery,Bill Payment,Delhi,ios,PhonePe,23,Wednesday,0,346.68,-11.67,8,4,18,9,0,0,335.01,1,1.0,1,0,0,1,0,0.21831641389020373
TXN000430,2026-09-18 08:06:30,USER0060,MERCHANT0241,31.23,Food,Recharge,Mumbai,Android,Google Pay,7,Thursday,0,337.36,-306.13,8,4,18,9,0,0,337.36,2,0.0925717334598055,2,0,0,1,0,0.10739471839249803
TXN000615,2026-09-18 08:06:30,USER0896,MERCHANT0065,2091.74,Travel,Bill Payment,Chennai,Android,PhonePe,15,Tuesday,0,1262.71,829.03,8,4,18,9,0,0,2091.74,1,1.0,1,0,1,-1,1,-0.010507597179226336
TXN000541,2026-09-18 08:06:30,USER0279,MERCHANT0234,418.09,Utilities,Bill Payment,Mumbai,ios,BHIM,7,Wednesday,0,302.32,115.77,8,4,18,9,0,0,418.09,1,1.0,1,0,0,1,0,0.20638055639418657
TXN000393,2026-09-18 08:06:30,USER0949,MERCHANT0359,48.41,Utilities,P2M,Mumbai,ios,PhonePe,15,Thursday,0,208.86,-160.45,8,4,18,9,0,0,48.41,1,1.0,1,0,0,1,0,0.21916527192850155
TXN000504,2026-09-18 08:06:30,USER0136,MERCHANT0063,318.29,Healthcare,P2P,Delhi,Web,PhonePe,15,Wednesday,1,248.68,69.61,8,4,18,9,0,0,248.68,2,1.2799179668650476,2,0,0,1,0,0.1738008857311389
TXN000282,2026-09-18 08:06:30,USER0434,MERCHANT0034,351.47,Food,Bill Payment,Delhi,Web,BHIM,15,Friday,0,191.95,159.52,8,4,18,9,0,0,351.47,1,1.0,1,0,0,1,0,0.21727670855626835
TXN000356,2026-09-18 08:06:30,USER0670,MERCHANT0120,66.52,Shopping,Recharge,Chennai,Android,BHIM,23,Thursday,0,50.33,16.19,8,4,18,9,0,0,66.52,1,1.0,1,0,0,1,0,0.23199607479364603
TXN000800,2026-09-18 08:06:30,USER0096,MERCHANT0322,186.75,Shopping,Bill Payment,Mumbai,Web,Google Pay,23,Sunday,0,175.79,10.96,8,4,18,9,0,0,115.45,2,1.617583369423993,2,0,0,1,0,0.14882292579346584
TXN000874,2026-09-18 08:06:30,USER0437,MERCHANT0384,87.28,Utilities,P2P,Hyderanbad,ios,Paytm,7,Sunday,0,87.28,0.0,8,4,18,9,0,0,87.28,1,1.0,1,0,0,1,0,0.23732534195963867
TXN000171,2026-09-18 08:06:30,USER0522,MERCHANT0285,74.48,Healthcare,Recharge,Mumbai,ios,PhonePe,15,Saturday,0,223.76,-149.28,8,4,18,9,0,0,74.48,1,1.0,1,0,0,1,0,0.23583135833905156
TXN000245,2026-09-18 08:06:30,USER0614,MERCHANT0092,54.58,Grocery,P2P,Chennai,Android,Paytm,23,Friday,0,54.58,0.0,8,4,18,9,0,0,54.58,1,1.0,1,0,0,1,0,0.22301794312290646
TXN000763,2026-09-18 08:06:30,USER0631,MERCHANT0203,2345.1,Travel,P2P,Chennai,ios,Paytm,7,Monday,0,2345.1,0.0,8,4,18,9,0,0,2345.1,1,1.0,1,0,1,-1,1,-0.027385604099505856
TXN000911,2026-09-18 08:06:30,USER0237,MERCHANT0156,133.25,Food,P2P,Mumbai,Android,Paytm,23,Saturday,0,133.25,0.0,8,4,18,9,0,0,133.25,1,1.0,1,0,0,1,0,0.2369038229905261
TXN000837,2026-09-18 08:06:30,USER0882,MERCHANT0484,854.49,Entertainment,Recharge,Hyderanbad,Web,Paytm,15,Sunday,0,348.32,506.17,8,4,18,9,0,0,854.49,1,1.0,1,0,1,1,0,0.1285290107691216
TXN000060,2026-09-18 08:06:30,USER0271,MERCHANT0160,480.85,Entertainment,P2P,Mumbai,Web,Google Pay,15,Sunday,0,244.17,236.68,8,4,18,9,0,0,339.26,2,1.4173495254377175,2,0,0,1,0,0.1526901994921629
TXN000134,2026-09-18 08:06:30,USER0825,MERCHANT0375,291.08,Utilities,Recharge,Pune,Web,Google Pay,23,Saturday,0,291.08,0.0,8,4,18,9,0,0,291.08,1,1.0,1,0,0,1,0,0.22745626816310788
TXN000208,2026-09-18 08:06:30,USER0115,MERCHANT0282,303.02,Grocery,P2P,Delhi,ios,BHIM,7,Saturday,0,390.4,-87.38,8,4,18,9,0,0,230.44,2,1.314962680090262,2,0,0,1,0,0.1792475592603499
TXN000985,2026-09-18 08:06:30,USER0679,MERCHANT0290,180.62,Healthcare,Bill Payment,Chennai,ios,Google Pay,7,Saturday,0,180.62,0.0,8,4,18,9,0,0,180.62,1,1.0,1,0,0,1,0,0.23366742387515027
TXN000948,2026-09-18 08:06:30,USER0914,MERCHANT0228,90.75,Food,P2M,Delhi,Web,Paytm,15,Saturday,0,134.41,-43.66,8,4,18,9,0,0,90.75,1,1.0,1,0,0,1,0,0.23834799777529742
TXN000097,2026-09-18 08:06:30,USER0855,MERCHANT0339,243.74,Healthcare,P2P,Chennai,Web,Google Pay,7,Sunday,0,160.62,83.12,8,4,18,9,0,0,160.615,2,1.517541948136849,2,0,0,1,0,0.15844109292173464
TXN000689,2026-09-18 08:06:30,USER0119,MERCHANT0167,369.06,Grocery,P2M,Bangalore,Web,Google Pay,23,Monday,0,503.89,-134.83,8,4,18,9,0,0,503.8933333333334,3,0.7324169136325147,3,0,0,1,0,0.031446927415351045
TXN000726,2026-09-18 08:06:30,USER0755,MERCHANT0412,150.81,Entertainment,Recharge,Hyderanbad,ios,PhonePe,15,Monday,0,127.49,23.32,8,4,18,9,0,0,134.55,2,1.1208472686733555,2,0,0,1,0,0.17622443441673552
TXN000319,2026-09-18 08:06:30,USER0928,MERCHANT0318,250.68,Grocery,Recharge,Chennai,Web,PhonePe,7,Friday,0,252.38,-1.7,8,4,18,9,0,0,250.68,1,1.0,1,0,0,1,0,0.22815176624523026
TXN000023,2026-09-18 08:06:30,USER0518,MERCHANT0400,193.94,Grocery,Bill Payment,Delhi,ios,BHIM,23,Sunday,0,174.54,19.4,8,4,18,9,0,0,193.94,1,1.0,1,0,0,1,0,0.2284420774337687
TXN000131,2026-09-18 09:43:48,USER0235,MERCHANT0239,38.45,Utilities,Bill Payment,Hyderanbad,Android,BHIM,10,Saturday,1,198.48,-160.03,9,4,18,9,0,0,38.45,1,1.0,1,0,0,1,0,0.2208563677195905
TXN000205,2026-09-18 09:43:48,USER0788,MERCHANT0177,45.71,Entertainment,Bill Payment,Bangalore,ios,Google Pay,18,Friday,0,45.71,0.0,9,4,18,9,0,0,45.71,1,1.0,1,0,0,1,0,0.22398181270507206
TXN000871,2026-09-18 09:43:48,USER0737,MERCHANT0233,151.87,Travel,Recharge,Pune,Web,PhonePe,18,Saturday,0,94.21,57.66,9,4,18,9,0,0,94.21333333333332,3,1.6119799037645064,3,0,0,1,0,0.02247197532405365
TXN000982,2026-09-18 09:43:48,USER0404,MERCHANT0125,277.4,Utilities,P2P,Hyderanbad,Android,Paytm,18,Friday,0,277.4,0.0,9,4,18,9,0,0,277.4,1,1.0,1,0,0,1,0,0.2347552543240482
TXN000057,2026-09-18 09:43:48,USER0868,MERCHANT0420,78.32,Healthcare,Recharge,Chennai,Web,Google Pay,2,Sunday,1,78.32,0.0,9,4,18,9,0,0,78.32,1,1.0,1,0,0,1,0,0.23975781514861305
TXN000575,2026-09-18 09:43:48,USER0723,MERCHANT0077,415.47,Travel,P2M,Pune,Web,BHIM,10,Tuesday,0,415.47,0.0,9,4,18,9,0,0,415.47,1,1.0,1,0,0,1,0,0.21287840034330296
TXN000908,2026-09-18 09:43:48,USER0083,MERCHANT0024,382.32,Shopping,Recharge,Chennai,ios,PhonePe,10,Saturday,0,245.38,136.94,9,4,18,9,0,0,245.375,2,1.5581049414161996,2,0,0,1,0,0.1460788699375068
TXN000094,2026-09-18 09:43:48,USER0285,MERCHANT0178,130.63,Healthcare,Bill Payment,Bangalore,Web,PhonePe,18,Saturday,0,90.78,39.85,9,4,18,9,0,0,92.05,2,1.4191200434546445,2,0,0,1,0,0.15357178165127217
TXN000464,2026-09-18 09:43:48,USER0593,MERCHANT0019,224.52,Shopping,Recharge,Mumbai,Web,PhonePe,10,Wednesday,0,224.52,0.0,9,4,18,9,0,0,224.52,1,1.0,1,0,0,1,0,0.23220333647674363
TXN000538,2026-09-18 09:43:48,USER0761,MERCHANT0248,123.4,Entertainment,Bill Payment,Pune,Web,PhonePe,18,Tuesday,0,123.4,0.0,9,4,18,9,0,0,123.4,1,1.0,1,0,0,1,0,0.24417762477577115
TXN000945,2026-09-18 09:43:48,USER0772,MERCHANT0354,1148.99,Food,P2P,Mumbai,Web,BHIM,2,Saturday,1,1140.34,8.65,9,4,18,9,0,0,1148.99,1,1.0,1,0,1,1,0,0.10637392440240823
TXN000168,2026-09-18 09:43:48,USER0371,MERCHANT0360,1208.09,Shopping,Recharge,Pune,Web,BHIM,2,Saturday,1,671.26,536.83,9,4,18,9,0,0,1208.09,1,1.0,1,0,1,1,0,0.10384196021460446
TXN000353,2026-09-18 09:43:48,USER0747,MERCHANT0233,427.37,Food,Recharge,Bangalore,ios,Paytm,10,Thursday,0,1024.51,-597.14,9,4,18,9,0,0,472.435,2,0.9046112163578058,2,0,0,1,0,0.14722637607977068
TXN000834,2026-09-18 09:43:48,USER0006,MERCHANT0132,84.12,Shopping,P2P,Bangalore,Android,Paytm,2,Sunday,1,84.12,0.0,9,4,18,9,0,0,84.12,1,1.0,1,0,0,1,0,0.24165234292167254
TXN000501,2026-09-18 09:43:48,USER0219,MERCHANT0451,457.68,Food,P2M,Pune,Web,BHIM,2,Wednesday,1,253.2,204.48,9,4,18,9,0,0,457.68,1,1.0,1,0,0,1,0,0.20226698720430625
TXN000242,2026-09-18 09:43:48,USER0544,MERCHANT0152,161.62,Food,P2P,Mumbai,Web,PhonePe,10,Friday,0,183.16,-21.54,9,4,18,9,0,0,161.62,1,1.0,1,0,0,1,0,0.2400580846811839
TXN000686,2026-09-18 09:43:48,USER0340,MERCHANT0463,369.81,Travel,Bill Payment,Bangalore,Web,Google Pay,10,Monday,0,369.81,0.0,9,4,18,9,0,0,369.81,1,1.0,1,0,0,1,0,0.21876996273798605
TXN000612,2026-09-18 09:43:48,USER0799,MERCHANT0254,171.47,Healthcare,Recharge,Pune,Web,PhonePe,2,Tuesday,1,171.47,0.0,9,4,18,9,0,0,171.47,1,1.0,1,0,0,1,0,0.23990254789834164
TXN000797,2026-09-18 09:43:48,USER0649,MERCHANT0349,174.24,Entertainment,P2P,Chennai,Web,BHIM,10,Sunday,0,174.24,0.0,9,4,18,9,0,0,174.24,1,1.0,1,0,0,1,0,0.2399560912578007
TXN000316,2026-09-18 09:43:48,USER0061,MERCHANT0220,185.12,Healthcare,P2M,Chennai,Web,Google Pay,18,Thursday,0,150.35,34.77,9,4,18,9,0,0,150.35,2,1.231260392417692,2,0,0,1,0,0.1802004985361365
TXN000723,2026-09-18 09:43:48,USER0737,MERCHANT0342,47.08,Travel,Bill Payment,Bangalore,Android,PhonePe,2,Monday,1,94.21,-47.13,9,4,18,9,0,0,94.21333333333332,3,0.4997169544296632,3,0,0,1,0,0.02731737246479138
TXN000760,2026-09-18 09:43:48,USER0767,MERCHANT0012,365.15,Grocery,Bill Payment,Hyderanbad,ios,Paytm,18,Sunday,0,365.15,0.0,9,4,18,9,0,0,365.15,1,1.0,1,0,0,1,0,0.2195420229222756
TXN000279,2026-09-18 09:43:48,USER0541,MERCHANT0245,194.38,Travel,P2M,Chennai,ios,Paytm,2,Friday,1,194.38,0.0,9,4,18,9,0,0,194.38,1,1.0,1,0,0,1,0,0.23541669926558012
TXN000427,2026-09-18 09:43:48,USER0304,MERCHANT0391,69.07,Utilities,Recharge,Bangalore,Web,PhonePe,18,Wednesday,0,69.07,0.0,9,4,18,9,0,0,69.07,1,1.0,1,0,0,1,0,0.23732735743384942
TXN000390,2026-09-18 09:43:48,USER0016,MERCHANT0240,101.81,Shopping,P2P,Delhi,Android,Google Pay,2,Thursday,1,101.81,0.0,9,4,18,9,0,0,101.81,1,1.0,1,0,0,1,0,0.244623938107006
TXN000020,2026-09-18 09:43:48,USER0096,MERCHANT0115,44.15,Food,P2P,Hyderanbad,ios,BHIM,10,Sunday,0,175.79,-131.64,9,4,18,9,0,0,115.45,2,0.3824166305760069,2,0,0,1,0,0.1552087886120585
TXN000649,2026-09-18 09:43:48,USER0719,MERCHANT0169,143.89,Travel,Bill Payment,Bangalore,ios,Paytm,18,Monday,0,144.52,-0.63,9,4,18,9,0,0,143.89,1,1.0,1,0,0,1,0,0.24046468287114314
TXN000683,2026-09-18 11:21:06,USER0696,MERCHANT0086,107.28,Grocery,Bill Payment,Bangalore,Web,BHIM,21,Sunday,0,140.71,-33.43,11,4,18,9,0,0,107.28,1,1.0,1,0,0,1,0,0.24192872712641195
TXN000979,2026-09-18 11:21:06,USER0547,MERCHANT0026,37.19,Travel,P2P,Mumbai,Web,BHIM,5,Friday,0,114.86,-77.67,11,4,18,9,0,0,114.86,2,0.3237854779731847,2,0,0,1,0,0.1592460973094963
TXN000720,2026-09-18 11:21:06,USER0826,MERCHANT0131,171.24,Travel,P2P,Bangalore,Web,Paytm,13,Sunday,0,220.97,-49.73,11,4,18,9,0,0,171.24,1,1.0,1,0,0,1,0,0.23834717825341784
TXN000868,2026-09-18 11:21:06,USER0454,MERCHANT0136,253.27,Entertainment,P2M,Mumbai,Android,Google Pay,5,Saturday,0,167.02,86.25,11,4,18,9,0,0,253.27,1,1.0,1,0,0,1,0,0.23447599105910655
TXN000942,2026-09-18 11:21:06,USER0966,MERCHANT0488,433.75,Utilities,P2M,Delhi,Android,BHIM,13,Friday,0,292.29,141.46,11,4,18,9,0,0,433.75,1,1.0,1,0,0,1,0,0.2050815763523945
TXN000017,2026-09-18 11:21:06,USER0433,MERCHANT0027,65.84,Shopping,P2M,Pune,ios,PhonePe,21,Saturday,0,140.09,-74.25,11,4,18,9,0,0,142.07666666666668,3,0.4634117729864158,3,0,0,1,0,0.04154155240037094
TXN000905,2026-09-18 11:21:06,USER0328,MERCHANT0210,219.44,Travel,Recharge,Mumbai,Android,Google Pay,21,Friday,0,219.44,0.0,11,4,18,9,0,0,219.44,1,1.0,1,0,0,1,0,0.2324181842531563
TXN000794,2026-09-18 11:21:06,USER0291,MERCHANT0370,50.56,Shopping,Bill Payment,Pune,Android,BHIM,21,Saturday,0,50.56,0.0,11,4,18,9,0,0,50.56,1,1.0,1,0,0,1,0,0.2211494565467539
TXN000572,2026-09-18 11:21:06,USER0760,MERCHANT0338,969.17,Shopping,Bill Payment,Mumbai,ios,Google Pay,21,Monday,0,671.85,297.32,11,4,18,9,0,0,969.17,1,1.0,1,0,1,1,0,0.11219687704892167
TXN000609,2026-09-18 11:21:06,USER0683,MERCHANT0421,30.61,Grocery,P2P,Mumbai,Android,BHIM,13,Monday,0,59.17,-28.56,11,4,18,9,0,0,30.61,1,1.0,1,0,0,1,0,0.2063989206820711
TXN000831,2026-09-18 11:21:06,USER0152,MERCHANT0140,47.25,Food,P2M,Pune,Web,BHIM,13,Saturday,0,79.84,-32.59,11,4,18,9,0,0,47.25,1,1.0,1,0,0,1,0,0.22173854411420968
TXN000646,2026-09-18 11:21:06,USER0274,MERCHANT0333,138.0,Grocery,P2M,Pune,ios,Google Pay,5,Monday,0,246.42,-108.42,11,4,18,9,0,0,138.0,1,1.0,1,0,0,1,0,0.23983926097902913
TXN000757,2026-09-18 11:21:06,USER0963,MERCHANT0152,296.88,Food,P2P,Hyderanbad,Android,BHIM,5,Sunday,0,339.03,-42.15,11,4,18,9,0,0,296.88,1,1.0,1,0,0,1,0,0.2301853887736981
TXN000535,2026-09-18 11:21:06,USER0119,MERCHANT0140,94.46,Entertainment,P2M,Chennai,ios,BHIM,5,Tuesday,0,503.89,-409.43,11,4,18,9,0,0,503.8933333333334,3,0.1874603090601185,3,0,0,1,0,0.017827952022968163
TXN000498,2026-09-18 11:21:06,USER0103,MERCHANT0475,149.85,Healthcare,P2M,Pune,Android,PhonePe,13,Tuesday,0,149.85,0.0,11,4,18,9,0,0,149.85,1,1.0,1,0,0,1,0,0.23672395425628273
TXN000387,2026-09-18 11:21:06,USER0668,MERCHANT0148,255.13,Travel,Recharge,Pune,ios,Google Pay,13,Wednesday,0,255.13,0.0,11,4,18,9,0,0,255.13,1,1.0,1,0,0,1,0,0.23487627558003582
TXN000313,2026-09-18 11:21:06,USER0073,MERCHANT0153,413.81,Healthcare,P2P,Mumbai,Web,PhonePe,5,Thursday,0,246.9,166.91,11,4,18,9,0,0,413.81,1,1.0,1,0,0,1,0,0.20981059938528773
TXN000276,2026-09-18 11:21:06,USER0563,MERCHANT0130,287.75,Travel,P2P,Hyderanbad,Android,Paytm,13,Thursday,0,287.75,0.0,11,4,18,9,0,0,287.75,1,1.0,1,0,0,1,0,0.23447660753749716
TXN000239,2026-09-18 11:21:06,USER0977,MERCHANT0052,93.52,Travel,Recharge,Chennai,Web,PhonePe,21,Thursday,0,204.81,-111.29,11,4,18,9,0,0,220.62,2,0.4238962922672468,2,0,0,1,0,0.17795450906612664
TXN000424,2026-09-18 11:21:06,USER0499,MERCHANT0138,478.94,Entertainment,P2M,Hyderanbad,ios,BHIM,5,Wednesday,0,478.94,0.0,11,4,18,9,0,0,478.94,1,1.0,1,0,0,1,0,0.19807405639138465
TXN000054,2026-09-18 11:21:06,USER0390,MERCHANT0368,334.18,Grocery,Recharge,Bangalore,Android,Google Pay,13,Saturday,0,218.44,115.74,11,4,18,9,0,0,282.75,2,1.1818921308576482,2,0,0,1,0,0.1820151029694681
TXN000202,2026-09-18 11:21:06,USER0550,MERCHANT0243,317.6,Travel,Recharge,Pune,Android,Paytm,5,Friday,0,244.84,72.76,11,4,18,9,0,0,258.735,2,1.2275107735714148,2,0,0,1,0,0.17969782862586747
TXN000165,2026-09-18 11:21:06,USER0920,MERCHANT0144,475.03,Shopping,P2M,Chennai,Android,BHIM,13,Friday,0,380.62,94.41,11,4,18,9,0,0,380.625,2,1.2480262725779967,2,0,0,1,0,0.15482566752272447
TXN000461,2026-09-18 11:21:06,USER0912,MERCHANT0417,1293.01,Healthcare,P2M,Chennai,Web,Paytm,21,Tuesday,0,741.54,551.47,11,4,18,9,0,0,1293.01,1,1.0,1,0,1,1,0,0.08347867489672278
TXN000128,2026-09-18 11:21:06,USER0787,MERCHANT0276,102.89,Shopping,P2M,Bangalore,Android,Paytm,21,Friday,0,169.82,-66.93,11,4,18,9,0,0,102.89,1,1.0,1,0,0,1,0,0.24127801061876175
TXN000350,2026-09-18 11:21:06,USER0421,MERCHANT0145,146.43,Entertainment,P2M,Pune,Android,Paytm,21,Wednesday,0,146.43,0.0,11,4,18,9,0,0,146.43,1,1.0,1,0,0,1,0,0.23748285978455286
TXN000091,2026-09-18 11:21:06,USER0888,MERCHANT0290,199.75,Healthcare,Recharge,Pune,Web,Google Pay,5,Saturday,0,211.51,-11.76,11,4,18,9,0,0,211.51,2,0.9443997919720108,2,0,0,1,0,0.19317318113170068
TXN000421,2026-09-18 12:58:24,USER0570,MERCHANT0392,1423.32,Travel,P2M,Hyderanbad,Web,Paytm,16,Tuesday,0,1423.32,0.0,12,4,18,9,0,0,1423.32,1,1.0,1,0,1,1,0,0.05235164334364595
TXN000236,2026-09-18 12:58:24,USER0781,MERCHANT0269,341.7,Travel,P2M,Hyderanbad,Android,Google Pay,8,Thursday,0,1088.22,-746.52,12,4,18,9,0,0,1088.22,2,0.3139990075536196,2,0,0,1,0,0.05998012241019102
TXN000532,2026-09-18 12:58:24,USER0900,MERCHANT0150,34.41,Healthcare,P2P,Pune,Web,Google Pay,16,Monday,0,256.95,-222.54,12,4,18,9,0,0,34.41,1,1.0,1,0,0,1,0,0.21485935844999543
TXN000791,2026-09-18 12:58:24,USER0174,MERCHANT0129,278.56,Shopping,P2P,Pune,Web,Google Pay,8,Saturday,0,278.56,0.0,12,4,18,9,0,0,278.56,1,1.0,1,0,0,1,0,0.23735068379788682
TXN000051,2026-09-18 12:58:24,USER0345,MERCHANT0311,250.66,Shopping,P2P,Pune,ios,Paytm,0,Saturday,1,171.42,79.24,12,4,18,9,0,0,171.415,2,1.4622990986786455,2,0,0,1,0,0.17011333222711322
TXN000273,2026-09-18 12:58:24,USER0676,MERCHANT0095,580.08,Grocery,Recharge,Bangalore,Android,Google Pay,0,Thursday,1,296.44,283.64,12,4,18,9,0,0,580.08,1,1.0,1,0,0,1,0,0.1816620999787067
TXN000606,2026-09-18 12:58:24,USER0216,MERCHANT0198,1184.17,Healthcare,Bill Payment,Mumbai,Web,Google Pay,0,Monday,1,684.59,499.58,12,4,18,9,0,0,684.5866666666667,3,1.7297590760361483,3,0,1,-1,1,-0.019893505514818277
