transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation
TXN000195,55:08.1,USER0966,MERCHANT0208,215.55,Shopping,Bill Payment,Hyderanbad,ios,Google Pay,22,Wednesday,0,292.29,-76.74
TXN000196,14:35.7,USER0012,MERCHANT0355,266.48,Grocery,P2P,Delhi,Web,Paytm,3,Thursday,1,266.48,0
TXN000197,34:03.2,USER0697,MERCHANT0125,74.9,Food,Bill Payment,Mumbai,Android,BHIM,7,Thursday,0,75.92,-1.02
TXN000198,53:30.8,USER0739,MERCHANT0157,211.39,Healthcare,P2P,Hyderanbad,ios,BHIM,11,Thursday,0,211.39,0
TXN000199,12:58.4,USER0118,MERCHANT0340,192.14,Food,Bill Payment,Chennai,Web,PhonePe,16,Thursday,0,192.14,0
TXN000200,32:25.9,USER0699,MERCHANT0298,57.8,Utilities,Recharge,Mumbai,ios,BHIM,20,Thursday,0,70.7,-12.9
TXN000201,51:53.5,USER0907,MERCHANT0189,259.25,Entertainment,Bill Payment,Pune,ios,PhonePe,0,Friday,1,385.56,-126.31
TXN000202,11:21.1,USER0550,MERCHANT0243,317.6,Travel,Recharge,Pune,Android,Paytm,5,Friday,0,244.84,72.76
TXN000203,30:48.6,USER0769,MERCHANT0284,535.42,Grocery,P2M,Hyderanbad,Android,PhonePe,9,Friday,0,382.26,153.16
TXN000204,50:16.2,USER0274,MERCHANT0272,519.99,Food,P2M,Mumbai,Web,BHIM,13,Friday,0,246.42,273.57
TXN000205,09:43.8,USER0788,MERCHANT0177,45.71,Entertainment,Bill Payment,Bangalore,ios,Google Pay,18,Friday,0,45.71,0
TXN000206,29:11.4,USER0657,MERCHANT0218,70.96,Entertainment,Bill Payment,Mumbai,Android,Google Pay,22,Friday,0,358.72,-287.76
TXN000207,48:38.9,USER0349,MERCHANT0382,303.39,Grocery,P2M,Bangalore,Web,Paytm,2,Saturday,1,172.36,131.03
TXN000208,08:06.5,USER0115,MERCHANT0282,303.02,Grocery,P2P,Delhi,ios,BHIM,7,Saturday,0,390.4,-87.38
TXN000209,27:34.1,USER0301,MERCHANT0170,303.4,Entertainment,P2M,Delhi,ios,Paytm,11,Saturday,0,573.65,-270.25
TXN000210,47:01.6,USER0446,MERCHANT0181,8541.84,Utilities,P2M,Delhi,Android,PhonePe,15,Saturday,0,8541.84,0
TXN000211,06:29.2,USER0162,MERCHANT0360,320.82,Food,P2P,Mumbai,Android,Paytm,20,Saturday,0,170.91,149.91
TXN000212,25:56.8,USER0465,MERCHANT0233,564.29,Travel,P2M,Hyderanbad,Android,Google Pay,0,Sunday,1,343.38,220.91
TXN000213,45:24.3,USER0004,MERCHANT0139,470.6,Travel,P2M,Bangalore,Web,Paytm,4,Sunday,1,536.59,-65.99
TXN000214,04:51.9,USER0977,MERCHANT0157,347.72,Travel,P2P,Mumbai,Android,PhonePe,9,Sunday,0,204.81,142.91
TXN000215,24:19.5,USER0740,MERCHANT0129,132.25,Shopping,P2P,Delhi,Android,BHIM,13,Sunday,0,132.25,0
TXN000216,43:47.0,USER0897,MERCHANT0119,387.21,Food,Recharge,Pune,Web,Paytm,17,Sunday,0,387.21,0
TXN000217,03:14.6,USER0737,MERCHANT0062,83.69,Shopping,Bill Payment,Delhi,Web,PhonePe,22,Sunday,0,94.21,-10.52
TXN000218,22:42.2,USER0270,MERCHANT0370,143.05,Shopping,Recharge,Hyderanbad,ios,Google Pay,2,Monday,1,105.72,37.33
TXN000219,42:09.7,USER0996,MERCHANT0099,111.57,Entertainment,P2P,Delhi,Android,BHIM,6,Monday,0,249,-137.43
TXN000220,01:37.3,USER0513,MERCHANT0162,196.74,Shopping,P2M,Chennai,Android,Paytm,11,Monday,1,196.74,0
TXN000221,21:04.9,USER0781,MERCHANT0062,1834.74,Healthcare,P2P,Hyderanbad,Web,Paytm,15,Monday,0,1088.22,746.52
TXN000222,40:32.4,USER0183,MERCHANT0381,28.01,Utilities,P2M,Pune,Android,Google Pay,19,Monday,0,44.75,-16.74
TXN000223,00:00.0,USER0520,MERCHANT0275,360.06,Utilities,Recharge,Bangalore,Web,Paytm,0,Tuesday,1,211.15,148.91
TXN000224,19:27.6,USER0935,MERCHANT0487,36.14,Grocery,Recharge,Delhi,Web,Google Pay,4,Tuesday,1,36.14,0
TXN000225,38:55.1,USER0109,MERCHANT0391,113.08,Grocery,Recharge,Hyderanbad,Android,Google Pay,8,Tuesday,0,113.08,0
TXN000226,58:22.7,USER0892,MERCHANT0354,538.59,Food,P2M,Bangalore,ios,BHIM,12,Tuesday,0,538.59,0
TXN000227,17:50.3,USER0641,MERCHANT0095,193.31,Food,Bill Payment,Pune,Web,Google Pay,17,Tuesday,0,193.31,0
TXN000228,37:17.8,USER0306,MERCHANT0099,61.7,Healthcare,Bill Payment,Chennai,Android,Google Pay,21,Tuesday,0,112.93,-51.23
TXN000229,56:45.4,USER0862,MERCHANT0111,88.65,Utilities,Bill Payment,Hyderanbad,ios,Google Pay,1,Wednesday,1,88.65,0
TXN000230,16:13.0,USER0655,MERCHANT0379,357.67,Grocery,P2P,Pune,ios,Paytm,6,Wednesday,0,327.78,29.89
TXN000231,35:40.5,USER0520,MERCHANT0248,87.32,Entertainment,P2P,Pune,ios,Google Pay,10,Wednesday,0,211.15,-123.83
TXN000232,55:08.1,USER0624,MERCHANT0142,225.08,Grocery,P2M,Mumbai,ios,Google Pay,14,Wednesday,0,196.68,28.4
TXN000233,14:35.7,USER0204,MERCHANT0371,189.72,Shopping,P2P,Bangalore,Android,Google Pay,19,Wednesday,0,294.47,-104.75
TXN000234,34:03.2,USER0157,MERCHANT0302,94.48,Travel,P2M,Mumbai,Android,Google Pay,23,Wednesday,0,582.61,-488.13
TXN000235,53:30.8,USER0383,MERCHANT0390,1546.8,Entertainment,Recharge,Pune,Android,Paytm,3,Thursday,1,818.73,728.07
TXN000236,12:58.4,USER0781,MERCHANT0269,341.7,Travel,P2M,Hyderanbad,Android,Google Pay,8,Thursday,0,1088.22,-746.52
TXN000237,32:25.9,USER0166,MERCHANT0306,23.92,Travel,P2P,Delhi,ios,PhonePe,12,Thursday,0,104.28,-80.36
TXN000238,51:53.5,USER0553,MERCHANT0145,218.43,Utilities,Recharge,Chennai,ios,PhonePe,16,Thursday,0,194.66,23.77
TXN000239,11:21.1,USER0977,MERCHANT0052,93.52,Travel,Recharge,Chennai,Web,PhonePe,21,Thursday,0,204.81,-111.29
TXN000240,30:48.6,USER0798,MERCHANT0427,425.15,Travel,P2M,Mumbai,ios,BHIM,1,Friday,1,298.83,126.32
TXN000241,50:16.2,USER0945,MERCHANT0100,82.06,Shopping,Bill Payment,Delhi,ios,PhonePe,5,Friday,0,288.27,-206.21
TXN000242,09:43.8,USER0544,MERCHANT0152,161.62,Food,P2P,Mumbai,Web,PhonePe,10,Friday,0,183.16,-21.54
TXN000243,29:11.4,USER0941,MERCHANT0117,300.36,Healthcare,P2P,Chennai,Android,BHIM,14,Friday,0,260.67,39.69
TXN000244,48:38.9,USER0001,MERCHANT0185,430.85,Utilities,Bill Payment,Bangalore,Android,Paytm,18,Friday,0,263.85,167
TXN000245,08:06.5,USER0614,MERCHANT0092,54.58,Grocery,P2P,Chennai,Android,Paytm,23,Friday,0,54.58,0
TXN000246,27:34.1,USER0332,MERCHANT0155,129.74,Shopping,Bill Payment,Chennai,Android,BHIM,3,Saturday,1,129.74,0
TXN000247,47:01.6,USER0501,MERCHANT0008,112.74,Travel,Bill Payment,Delhi,Android,Paytm,7,Saturday,0,347.75,-235.01
TXN000248,06:29.2,USER0020,MERCHANT0363,94.32,Grocery,Recharge,Mumbai,Web,BHIM,12,Saturday,0,94.32,0
TXN000249,25:56.8,USER0115,MERCHANT0274,1059.4,Shopping,Recharge,Pune,Web,Google Pay,16,Saturday,0,390.4,669
TXN000250,45:24.3,USER0952,MERCHANT0065,271.78,Entertainment,P2M,Hyderanbad,Android,Paytm,20,Saturday,0,746.52,-474.74
TXN000251,04:51.9,USER0372,MERCHANT0141,51.37,Entertainment,Recharge,Pune,ios,BHIM,1,Sunday,1,51.37,0
TXN000252,24:19.5,USER0900,MERCHANT0024,453.89,Utilities,Bill Payment,Bangalore,ios,Google Pay,5,Sunday,0,256.95,196.94
TXN000253,43:47.0,USER0852,MERCHANT0499,1513.46,Travel,P2M,Bangalore,ios,Google Pay,9,Sunday,0,1513.46,0
TXN000254,03:14.6,USER0827,MERCHANT0028,509.01,Utilities,P2P,Mumbai,Web,PhonePe,14,Sunday,0,271.3,237.71
TXN000255,22:42.2,USER0315,MERCHANT0284,39.67,Entertainment,Bill Payment,Pune,ios,BHIM,18,Sunday,0,39.67,0
TXN000256,42:09.7,USER0246,MERCHANT0150,111.69,Shopping,P2M,Chennai,Web,BHIM,22,Sunday,0,111.69,0
TXN000257,01:37.3,USER0060,MERCHANT0358,643.49,Grocery,Recharge,Delhi,Android,PhonePe,3,Monday,1,337.36,306.13
TXN000258,21:04.9,USER0247,MERCHANT0484,89.33,Food,Bill Payment,Mumbai,ios,Paytm,7,Monday,0,89.33,0
TXN000259,40:32.4,USER0900,MERCHANT0065,282.54,Travel,P2M,Mumbai,ios,BHIM,11,Monday,0,256.95,25.59
TXN000260,00:00.0,USER0581,MERCHANT0327,393.32,Utilities,P2P,Pune,Android,Google Pay,16,Monday,0,531.62,-138.3
TXN000261,19:27.6,USER0970,MERCHANT0445,71.74,Grocery,Bill Payment,Hyderanbad,Android,BHIM,20,Monday,0,69.84,1.9
TXN000262,38:55.1,USER0081,MERCHANT0386,170.8,Grocery,Bill Payment,Bangalore,ios,PhonePe,0,Tuesday,1,132.95,37.85
TXN000263,58:22.7,USER0088,MERCHANT0252,7.09,Food,P2M,Chennai,ios,BHIM,4,Tuesday,1,7.09,0
TXN000264,17:50.3,USER0750,MERCHANT0053,65.08,Shopping,P2M,Delhi,ios,Paytm,9,Tuesday,0,65.08,0
TXN000265,37:17.8,USER0498,MERCHANT0447,140.81,Food,Recharge,Bangalore,ios,PhonePe,13,Tuesday,0,267.72,-126.91
TXN000266,56:45.4,USER0836,MERCHANT0007,52.05,Healthcare,Recharge,Chennai,ios,PhonePe,17,Tuesday,0,52.05,0
TXN000267,16:13.0,USER0071,MERCHANT0294,927.42,Food,Bill Payment,Mumbai,Web,Google Pay,22,Tuesday,0,491.65,435.77
TXN000268,35:40.5,USER0779,MERCHANT0146,43.37,Healthcare,P2P,Hyderanbad,ios,BHIM,2,Wednesday,1,43.37,0
TXN000269,55:08.1,USER0546,MERCHANT0241,116.74,Shopping,Recharge,Mumbai,ios,PhonePe,6,Wednesday,0,116.74,0
TXN000270,14:35.7,USER0785,MERCHANT0246,206.59,Shopping,P2P,Hyderanbad,Web,Paytm,11,Wednesday,0,309.18,-102.59
TXN000271,34:03.2,USER0129,MERCHANT0226,766.07,Shopping,P2M,Pune,Android,Paytm,15,Wednesday,0,766.07,0
TXN000272,53:30.8,USER0132,MERCHANT0175,43.13,Grocery,P2M,Chennai,Android,Paytm,19,Wednesday,0,43.13,0
TXN000273,12:58.4,USER0676,MERCHANT0095,580.08,Grocery,Recharge,Bangalore,Android,Google Pay,0,Thursday,1,296.44,283.64
TXN000274,32:25.9,USER0487,MERCHANT0495,183.14,Travel,Bill Payment,Mumbai,Web,Paytm,4,Thursday,1,171.63,11.51
TXN000275,51:53.5,USER0970,MERCHANT0027,67.93,Entertainment,P2M,Hyderanbad,Web,Google Pay,8,Thursday,0,69.84,-1.91
TXN000276,11:21.1,USER0563,MERCHANT0130,287.75,Travel,P2P,Hyderanbad,Android,Paytm,13,Thursday,0,287.75,0
TXN000277,30:48.6,USER0170,MERCHANT0482,221.2,Food,Bill Payment,Mumbai,Android,BHIM,17,Thursday,0,320.68,-99.48
TXN000278,50:16.2,USER0272,MERCHANT0442,99.46,Food,Recharge,Bangalore,Android,Paytm,21,Thursday,0,148.86,-49.4
TXN000279,09:43.8,USER0541,MERCHANT0245,194.38,Travel,P2M,Chennai,ios,Paytm,2,Friday,1,194.38,0
TXN000280,29:11.4,USER0894,MERCHANT0059,123.31,Utilities,Recharge,Pune,Web,Google Pay,6,Friday,0,341.27,-217.96
TXN000281,48:38.9,USER0622,MERCHANT0421,203.06,Entertainment,Bill Payment,Pune,ios,BHIM,10,Friday,1,120.38,82.68
TXN000282,08:06.5,USER0434,MERCHANT0034,351.47,Food,Bill Payment,Delhi,Web,BHIM,15,Friday,0,191.95,159.52
TXN000283,27:34.1,USER0988,MERCHANT0206,885.38,Utilities,Bill Payment,Delhi,Web,Google Pay,19,Friday,0,885.38,0
TXN000284,47:01.6,USER0217,MERCHANT0252,52.57,Utilities,P2P,Delhi,ios,BHIM,23,Friday,0,268.52,-215.95
TXN000285,06:29.2,USER0952,MERCHANT0038,1530.02,Healthcare,Bill Payment,Bangalore,Android,Paytm,4,Saturday,1,746.52,783.5
TXN000286,25:56.8,USER0553,MERCHANT0296,25.74,Entertainment,Bill Payment,Chennai,Web,Paytm,8,Saturday,0,194.66,-168.92
TXN000287,45:24.3,USER0774,MERCHANT0323,155.74,Healthcare,P2M,Chennai,ios,BHIM,12,Saturday,0,177.91,-22.17
TXN000288,04:51.9,USER0748,MERCHANT0352,326.46,Shopping,P2P,Delhi,ios,Paytm,17,Saturday,0,193.21,133.25
TXN000289,24:19.5,USER0707,MERCHANT0028,240.08,Grocery,P2P,Delhi,Web,BHIM,21,Saturday,0,240.08,0
TXN000290,43:47.0,USER0206,MERCHANT0078,97.25,Travel,Recharge,Bangalore,Android,Google Pay,1,Sunday,1,97.25,0
TXN000291,03:14.6,USER0731,MERCHANT0077,147.21,Healthcare,Bill Payment,Delhi,Web,Google Pay,6,Sunday,0,113.65,33.56
TXN000292,22:42.2,USER0320,MERCHANT0416,110.72,Entertainment,P2M,Pune,Web,Google Pay,10,Sunday,0,110.72,0
TXN000293,42:09.7,USER0409,MERCHANT0289,100.55,Grocery,Recharge,Mumbai,Android,PhonePe,14,Sunday,0,381.07,-280.52
TXN000294,01:37.3,USER0688,MERCHANT0486,423.94,Travel,Bill Payment,Pune,ios,Paytm,19,Sunday,0,254.51,169.43
TXN000295,21:04.9,USER0666,MERCHANT0156,259.05,Grocery,P2P,Pune,ios,Google Pay,23,Sunday,0,179.24,79.81
TXN000296,40:32.4,USER0383,MERCHANT0044,90.66,Travel,Bill Payment,Hyderanbad,Android,BHIM,3,Monday,1,818.73,-728.07
TXN000297,00:00.0,USER0449,MERCHANT0128,445.68,Grocery,Bill Payment,Mumbai,ios,BHIM,8,Monday,0,259.41,186.27
TXN000298,19:27.6,USER0922,MERCHANT0061,246.48,Healthcare,P2M,Pune,ios,Google Pay,12,Monday,0,428.55,-182.07
TXN000299,38:55.1,USER0530,MERCHANT0286,408.65,Shopping,P2M,Mumbai,Android,Google Pay,16,Monday,0,408.65,0
TXN000300,58:22.7,USER0463,MERCHANT0392,340.23,Utilities,P2M,Pune,Android,Google Pay,20,Monday,0,340.23,0
TXN000301,17:50.3,USER0124,MERCHANT0214,79.12,Travel,Recharge,Bangalore,ios,BHIM,1,Tuesday,1,79.12,0
TXN000302,37:17.8,USER0254,MERCHANT0311,103.53,Utilities,P2M,Bangalore,Web,PhonePe,5,Tuesday,0,214.28,-110.75
TXN000303,56:45.4,USER0231,MERCHANT0306,382.72,Travel,Recharge,Delhi,ios,Google Pay,9,Tuesday,0,304.54,78.18
TXN000304,16:13.0,USER0066,MERCHANT0405,333.74,Entertainment,Bill Payment,Bangalore,Android,BHIM,14,Tuesday,0,270.54,63.2
TXN000305,35:40.5,USER0347,MERCHANT0317,177.52,Entertainment,Recharge,Mumbai,Web,BHIM,18,Tuesday,0,177.52,0
TXN000306,55:08.1,USER0022,MERCHANT0116,203.84,Travel,Recharge,Hyderanbad,Web,Google Pay,22,Tuesday,0,203.84,0
TXN000307,14:35.7,USER0603,MERCHANT0398,650.45,Shopping,P2M,Delhi,Web,Paytm,3,Wednesday,1,399.27,251.18
TXN000308,34:03.2,USER0568,MERCHANT0268,100.33,Grocery,P2M,Pune,Web,BHIM,7,Wednesday,0,59.02,41.31
TXN000309,53:30.8,USER0236,MERCHANT0195,313.28,Travel,P2P,Bangalore,Web,Paytm,11,Wednesday,0,313.28,0
TXN000310,12:58.4,USER0603,MERCHANT0231,148.09,Grocery,Recharge,Delhi,Web,Paytm,16,Wednesday,0,399.27,-251.18
TXN000311,32:25.9,USER0226,MERCHANT0466,145.81,Shopping,Bill Payment,Bangalore,Web,PhonePe,20,Wednesday,0,215.04,-69.23
TXN000312,51:53.5,USER0008,MERCHANT0227,543.91,Food,P2P,Delhi,Android,BHIM,0,Thursday,1,543.91,0
TXN000313,11:21.1,USER0073,MERCHANT0153,413.81,Healthcare,P2P,Mumbai,Web,PhonePe,5,Thursday,0,246.9,166.91
TXN000314,30:48.6,USER0725,MERCHANT0441,408.92,Utilities,P2P,Mumbai,ios,Google Pay,9,Thursday,0,408.92,0
TXN000315,50:16.2,USER0647,MERCHANT0302,668.8,Travel,P2M,Pune,Web,PhonePe,13,Thursday,0,668.8,0
TXN000316,09:43.8,USER0061,MERCHANT0220,185.12,Healthcare,P2M,Chennai,Web,Google Pay,18,Thursday,0,150.35,34.77
TXN000317,29:11.4,USER0235,MERCHANT0157,358.51,Entertainment,P2M,Delhi,Web,Paytm,22,Thursday,0,198.48,160.03
TXN000318,48:38.9,USER0070,MERCHANT0292,132.92,Shopping,Bill Payment,Chennai,Web,BHIM,2,Friday,1,216.5,-83.58
TXN000319,08:06.5,USER0928,MERCHANT0318,250.68,Grocery,Recharge,Chennai,Web,PhonePe,7,Friday,0,252.38,-1.7
TXN000320,27:34.1,USER0033,MERCHANT0031,159.15,Travel,P2P,Hyderanbad,Android,BHIM,11,Friday,0,156.67,2.48
TXN000321,47:01.6,USER0881,MERCHANT0313,199.74,Healthcare,P2M,Mumbai,ios,Paytm,15,Friday,0,199.74,0
TXN000322,06:29.2,USER0339,MERCHANT0492,328.7,Grocery,Recharge,Pune,Web,Paytm,20,Friday,0,352.04,-23.34
TXN000323,25:56.8,USER0073,MERCHANT0379,79.98,Food,P2P,Delhi,Web,Paytm,0,Saturday,1,246.9,-166.92
TXN000324,45:24.3,USER0527,MERCHANT0051,1469.07,Travel,Recharge,Pune,Android,Paytm,4,Saturday,1,1469.07,0
TXN000325,04:51.9,USER0244,MERCHANT0486,66.29,Utilities,P2P,Mumbai,ios,Paytm,9,Saturday,0,66.29,0
TXN000326,24:19.5,USER0286,MERCHANT0391,53.83,Travel,Recharge,Chennai,ios,Paytm,13,Saturday,0,425.28,-371.45
TXN000327,43:47.0,USER0686,MERCHANT0107,577.16,Utilities,P2M,Pune,Web,PhonePe,17,Saturday,0,318.06,259.1
TXN000328,03:14.6,USER0498,MERCHANT0321,400.08,Grocery,Recharge,Delhi,Web,BHIM,22,Saturday,0,267.72,132.36
TXN000329,22:42.2,USER0220,MERCHANT0109,338.36,Travel,Recharge,Bangalore,Web,PhonePe,2,Sunday,1,288.98,49.38
TXN000330,42:09.7,USER0553,MERCHANT0136,339.8,Healthcare,P2P,Hyderanbad,ios,Paytm,6,Sunday,0,194.66,145.14
TXN000331,01:37.3,USER0136,MERCHANT0339,179.07,Shopping,Recharge,Mumbai,Android,Google Pay,11,Sunday,0,248.68,-69.61
TXN000332,21:04.9,USER0741,MERCHANT0042,73.9,Entertainment,Bill Payment,Chennai,Web,Google Pay,15,Sunday,0,73.9,0
TXN000333,40:32.4,USER0958,MERCHANT0081,195.55,Shopping,P2P,Delhi,Web,Paytm,19,Sunday,0,567.34,-371.79
TXN000334,00:00.0,USER0904,MERCHANT0123,92.1,Food,Recharge,Delhi,Android,Paytm,0,Monday,1,92.1,0
TXN000335,19:27.6,USER0585,MERCHANT0089,480.64,Shopping,Bill Payment,Pune,Android,Paytm,4,Monday,1,480.64,0
TXN000336,38:55.1,USER0591,MERCHANT0283,156.48,Healthcare,P2P,Mumbai,Web,BHIM,8,Monday,0,190.17,-33.69
TXN000337,58:22.7,USER0485,MERCHANT0039,79.4,Food,P2M,Bangalore,Android,BHIM,12,Monday,0,166.61,-87.21
TXN000338,17:50.3,USER0249,MERCHANT0081,131.45,Grocery,P2P,Bangalore,Web,PhonePe,17,Monday,0,131.45,0
TXN000339,37:17.8,USER0804,MERCHANT0002,273.95,Utilities,P2P,Hyderanbad,ios,BHIM,21,Monday,0,156.52,117.43
TXN000340,56:45.4,USER0485,MERCHANT0210,103.16,Entertainment,Recharge,Chennai,ios,Paytm,1,Tuesday,1,166.61,-63.45
TXN000341,16:13.0,USER0827,MERCHANT0231,79.66,Grocery,Bill Payment,Hyderanbad,Android,BHIM,6,Tuesday,0,271.3,-191.64
TXN000342,35:40.5,USER0417,MERCHANT0353,231.29,Utilities,P2P,Pune,Android,Google Pay,10,Tuesday,0,379.84,-148.55
TXN000343,55:08.1,USER0195,MERCHANT0305,231.59,Utilities,P2P,Mumbai,ios,Google Pay,14,Tuesday,0,323.03,-91.44
TXN000344,14:35.7,USER0097,MERCHANT0241,109.19,Food,P2P,Bangalore,ios,Paytm,19,Tuesday,0,109.19,0
TXN000345,34:03.2,USER0100,MERCHANT0150,113.18,Healthcare,Recharge,Mumbai,Android,BHIM,23,Tuesday,0,310.72,-197.54
TXN000346,53:30.8,USER0675,MERCHANT0017,228.62,Shopping,P2P,Pune,ios,BHIM,3,Wednesday,1,225.87,2.75
TXN000347,12:58.4,USER0442,MERCHANT0119,42.6,Shopping,Bill Payment,Mumbai,ios,PhonePe,8,Wednesday,0,62.92,-20.32
TXN000348,32:25.9,USER0363,MERCHANT0148,44.37,Entertainment,Recharge,Mumbai,Android,PhonePe,12,Wednesday,0,196.56,-152.19
TXN000349,51:53.5,USER0434,MERCHANT0362,88.37,Healthcare,P2M,Mumbai,Web,Google Pay,16,Wednesday,0,191.95,-103.58
TXN000350,11:21.1,USER0421,MERCHANT0145,146.43,Entertainment,P2M,Pune,Android,Paytm,21,Wednesday,0,146.43,0
TXN000351,30:48.6,USER0479,MERCHANT0360,247.38,Healthcare,Recharge,Pune,Web,Google Pay,1,Thursday,1,181.7,65.68
TXN000352,50:16.2,USER0885,MERCHANT0441,792.63,Food,Bill Payment,Pune,Web,Paytm,5,Thursday,0,877.32,-84.69
TXN000353,09:43.8,USER0747,MERCHANT0233,427.37,Food,Recharge,Bangalore,ios,Paytm,10,Thursday,0,1024.51,-597.14
TXN000354,29:11.4,USER0056,MERCHANT0037,154.48,Grocery,Recharge,Delhi,ios,Paytm,14,Thursday,0,154.48,0
TXN000355,48:38.9,USER0690,MERCHANT0352,177.86,Food,Recharge,Chennai,Android,Paytm,18,Thursday,0,177.86,0
TXN000356,08:06.5,USER0670,MERCHANT0120,66.52,Shopping,Recharge,Chennai,Android,BHIM,23,Thursday,0,50.33,16.19
TXN000357,27:34.1,USER0662,MERCHANT0474,177.95,Food,P2P,Chennai,ios,Paytm,3,Friday,1,177.95,0
TXN000358,47:01.6,USER0101,MERCHANT0136,135.82,Food,P2M,Mumbai,ios,BHIM,7,Friday,0,110.34,25.48
TXN000359,06:29.2,USER0063,MERCHANT0404,250.31,Utilities,Bill Payment,Hyderanbad,Web,Paytm,12,Friday,0,310.9,-60.59
TXN000360,25:56.8,USER0413,MERCHANT0406,79.26,Food,P2P,Hyderanbad,ios,BHIM,16,Friday,0,88.8,-9.54
TXN000361,45:24.3,USER0746,MERCHANT0321,304.71,Healthcare,P2M,Delhi,Android,BHIM,20,Friday,0,304.71,0
TXN000362,04:51.9,USER0348,MERCHANT0302,839.44,Healthcare,Recharge,Mumbai,ios,Google Pay,1,Saturday,1,839.44,0
TXN000363,24:19.5,USER0820,MERCHANT0339,162.59,Entertainment,P2M,Mumbai,ios,Google Pay,5,Saturday,0,261.35,-98.76
TXN000364,43:47.0,USER0883,MERCHANT0412,270.89,Grocery,P2M,Mumbai,ios,PhonePe,9,Saturday,0,151.37,119.52
TXN000365,03:14.6,USER0112,MERCHANT0479,361.46,Food,P2P,Pune,Android,Google Pay,14,Saturday,0,206.67,154.79
TXN000366,22:42.2,USER0255,MERCHANT0102,121.36,Healthcare,P2P,Chennai,ios,Google Pay,18,Saturday,0,131.57,-10.21
TXN000367,42:09.7,USER0197,MERCHANT0218,226.81,Entertainment,Bill Payment,Bangalore,Web,Paytm,22,Saturday,0,257.18,-30.37
TXN000368,01:37.3,USER0195,MERCHANT0059,183.57,Travel,Recharge,Pune,Web,PhonePe,3,Sunday,1,323.03,-139.46
TXN000369,21:04.9,USER0550,MERCHANT0279,199.87,Travel,Recharge,Mumbai,Android,Google Pay,7,Sunday,0,244.84,-44.97
TXN000370,40:32.4,USER0460,MERCHANT0116,83.68,Healthcare,Recharge,Delhi,Android,Google Pay,11,Sunday,0,73.32,10.36
TXN000371,00:00.0,USER0144,MERCHANT0332,185.77,Utilities,P2M,Mumbai,ios,BHIM,16,Sunday,0,185.77,0
TXN000372,19:27.6,USER0433,MERCHANT0077,298.27,Healthcare,P2M,Mumbai,ios,PhonePe,20,Sunday,0,140.09,158.18
TXN000373,38:55.1,USER0188,MERCHANT0466,773.67,Utilities,Recharge,Bangalore,Android,PhonePe,0,Monday,1,773.67,0
TXN000374,58:22.7,USER0286,MERCHANT0137,473.08,Travel,Bill Payment,Mumbai,Web,PhonePe,4,Monday,1,425.28,47.8
TXN000375,17:50.3,USER0474,MERCHANT0424,1561.16,Entertainment,P2M,Pune,Web,BHIM,9,Monday,0,868.12,693.04
TXN000376,37:17.8,USER0256,MERCHANT0073,84.15,Utilities,Bill Payment,Hyderanbad,Android,PhonePe,13,Monday,0,80.12,4.03
TXN000377,56:45.4,USER0896,MERCHANT0037,433.69,Entertainment,P2M,Bangalore,Android,PhonePe,17,Monday,0,1262.71,-829.02
TXN000378,16:13.0,USER0946,MERCHANT0031,217.75,Entertainment,P2P,Chennai,Web,BHIM,22,Monday,0,217.75,0
TXN000379,35:40.5,USER0078,MERCHANT0085,1619.39,Utilities,P2P,Bangalore,Web,PhonePe,2,Tuesday,1,1094.16,525.23
TXN000380,55:08.1,USER0454,MERCHANT0406,80.78,Shopping,Recharge,Bangalore,Web,PhonePe,6,Tuesday,0,167.02,-86.24
TXN000381,14:35.7,USER0828,MERCHANT0158,78.28,Healthcare,P2P,Mumbai,ios,Paytm,11,Tuesday,0,78.28,0
TXN000382,34:03.2,USER0883,MERCHANT0305,99.54,Entertainment,P2M,Bangalore,Web,Google Pay,15,Tuesday,0,151.37,-51.83
TXN000383,53:30.8,USER0877,MERCHANT0384,21.67,Shopping,P2M,Chennai,Web,PhonePe,19,Tuesday,0,21.67,0
TXN000384,12:58.4,USER0564,MERCHANT0423,107.15,Food,P2P,Bangalore,Android,BHIM,0,Wednesday,1,107.15,0
TXN000385,32:25.9,USER0101,MERCHANT0292,84.85,Travel,P2P,Pune,Web,Paytm,4,Wednesday,1,110.34,-25.49
TXN000386,51:53.5,USER0052,MERCHANT0472,210.69,Grocery,P2P,Delhi,Web,Google Pay,8,Wednesday,0,113.63,97.06
TXN000387,11:21.1,USER0668,MERCHANT0148,255.13,Travel,Recharge,Pune,ios,Google Pay,13,Wednesday,0,255.13,0
TXN000388,30:48.6,USER0554,MERCHANT0225,1183.43,Travel,P2P,Pune,ios,Paytm,17,Wednesday,0,614.98,568.45
TXN000389,50:16.2,USER0857,MERCHANT0064,468.92,Entertainment,P2M,Delhi,ios,BHIM,21,Wednesday,0,468.92,0
TXN000390,09:43.8,USER0016,MERCHANT0240,101.81,Shopping,P2P,Delhi,Android,Google Pay,2,Thursday,1,101.81,0
TXN000391,29:11.4,USER0993,MERCHANT0353,73.82,Healthcare,Recharge,Bangalore,Android,Google Pay,6,Thursday,0,73.82,0
